"Sarah's Key","Promo in Berlin, Post Production","GILLES PAQUET-BRENNER","KRISTIN SCOTT THOMAS, MELUSINE MAYANCE, NIELS ARESTRUP, AIDAN QUINN","Based on Tatiana de Rosnay’s best-selling novel, SARAH’S KEY tells the story of an American journalist on the brink of making big life decisions regarding her marriage and her unborn child. What starts off as research for an article about the Vel’d’Hiv Roundup in 1942 in France ends up as a journey towards self-discovery as she stumbles upon a terrible secret and discovers the heartbreaking story of a Jewish family forced out of their home, a home that is now her own. As she starts to see, live, and breathe through Sarah, the eldest daughter, her world is turned upside down. Can one put aside shadows from the past ?  ","","FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Kinology","","","",""
"State Affairs","Complete","Eric Valette","Rachida Brakn, Andre Dussollier, Theirry Fremont, Christien Boisson, Gerald Laroche","Beneath the picturesque streets of Paris lies an underworld of bribery, corruption and cover-ups.","","BLX,  IT, SW,SCAN, LA, INDO, PORT, ME","Kinology","","","",""
"Upside Down","Pre Production","Juan Solanas","Jim Sturgess, Kristen Dunst","About a world where two worlds are inverted. Follows a love story between one lover from each world","BLX 800k euros ","IT, SW, SCAN, LA, INDO, UK, OZ","Kinology","","","",""
"Born To Suffer (Nacidas para sufrir)","Panorama: Tue 16 - 22:30 @CinemaxX 7(E), Wed 17 - 20:00 @CineStar 3 (E), Thu 18 - 20:00 @Cubix 7 & 8 Interlock €","Miguel Albaladejo (Cachoro)","","90'","","CHECK","Latido","","","",""
"Café Du Pont","Post Production, Promo in Berlin","Manuel Poirier","Bernard Campan, Cécile Rebboah, Thomas DurastelSergi Lopez","1947, Le Café du Pont recounts the childhood ofPierrot and his brother in Castelsarrasin. Their parentstoil to make ends meet at the café which is the centreof everyone’s lives in this tiny village in the South Westof France. The war and the occupation haven’t madethings easy.","","BLX, IT, SW, SCAN, LAT AM, PORT, ME, UK, OZ","Le Pacte","Comedy/Drama","","",""
"The High Life","Complete","Emmanuel Salinger","Laurent Capelluto, Michel Boujenah, Helene Fillieres","Forty year old Gregoire Spielmann leads the quiet life of a high school philosophy teacher in a big country town when, under rather strange circumstances he meets Patrick, a famous television show host. The meeting with the humble teacher will shatter the life of the famous star - that is, until the tables are turned...","","BLX, IT, SW, SCAN, LAT AM, PORT, ME, UK, OZ","Le Pacte","Comedy","","",""
"La Dame De Trefle (The Queen of Clubs)","Complete","Jerome Bonnell","Malik Zidi, Florence Loiret-Caille, Jean-Pierre Daroussin, Marc Barbe","Aurelien has always lived with his sister. A strange cohabitation that they both accept. By day, he is a florist; by night, he receives stolen metal. Caught up in this system, he will go one step too far…","","IT, SW, SCAN, LA, INDO, PORT,ME, UK, AUS","Le Pacte","Thriller","","",""
"Le Refuge","Market:Friday 12th, 18:40 @ CinemaxX 11Monday 15th, 12:15 @ CinemaxX 15","Francois Ozon","Isabelle Carre, Louis-Ronan Choisy, Melvil Poupaoud, Pierre Lous-Calixte","Mousse and Louis are young, beautiful, rich and in love. But drugs have invaded their lives.One day they overdose, and Louis dies.Mousse survives, but soon learns she’s pregnant.Feeling lost, she runs away to a house far from Paris. Several months later, Louis’ brother joins her in her refuge.","","SCAN, INDO","Le Pacte","Drama","","",""
"Making Plans for Lena","Market:Saturday 13th, 13:30  @ Arsenal 2","Christophe Honore","Chiara Mastroianni, Marian Fois, Jean-Marc Barr, Louis Garrel","Ever since she broke up with Nigel, Lena soldiers on through life as best as she can with her two kids. But she has yet to confront the worst thing of all: Her unstoppable family of do-gooders who have decided to make her happy","","IT, SW, SCAN, LA, INDO, ME, UK, AUS","Le Pacte","Drama","","",""
"Night at the Opera","Post Production","Nemo Librizzi","Nemo Librizzi, Meron Andom, Aliya Campbell, Paz de la Huerta","""Nemo is un-ambitious, unemployed and unmarried. When a friend gives him two tickets to the opera, suddenly his life has meaning- to find a date. Single women are never in short supply in New York City; the week before the performance is jammed full of dates and encounters with a diverse variety of beauties. As Nemo learns about the opera he is going to see, it grows more relevant by the day, as there is little to distinguish himself from the character of Don Giovanni. After dragging his aching heart through a string of misadventures on the city streets, Nemo realizes, and just in time, that the perfect date had been right there within his reach all along.""Great script, great spirit of the light and brilliant arty New York City. Jim Jarmush is producing and is following the film closely, including the direction as he will be on the set for the shooting. The spirit is a mix of the first films of Jarmush and Spike Lee, and you can have the pleasure of the bright and light old US comedies.","","BLX, IT, SW, SCAN, LA, INDO, PORT, ME, UK, AUS","Le Pacte","Rom Com","","",""
"On Tour","Post Production, Promo in Berlin","Mathieu Amalric","Mathieu Amalric, Mimi le Meaux, Damien Odoul, Ulysse Klotz","A veteran impresario makes his comeback touring a funny and colorful New Burlesque strip show round the highways and byways of France.","","LX, IT, SW, SCAN, LA, INDO, PORT, ME, UK, AUS","Le Pacte","Comedy","","",""
"The Solitude of Prime Numbers","Shooting","Saverio Costanzo","Luca Marinelli, Alba Rohwacher, Isabella Rossellini","A prime number is inherently a solitary thing : it can onlybe divided by itself, or by one; it never truly fits withanother. Alice and Mattia also move on their own axes, alone withtheir personal tragedies. As a child Alice’s overbearingfather drove her to a terrible skiing accident, and thento anorexia. When she meets Mattia she recognisesa kindred spirit, and Mattia reveals to Alice his terriblesecret: that as a boy he abandoned his mentally-disabled twin sister in a park to go to a party, and whenhe returned, she was nowhere to be found. These twoirreversible episodes mark Alice and Mattia’s lives forever, and as they grow into adulthood their destiniesseem irrevocably intertwined ...","","BLX, IT, SW, SCAN, LAT AM, PORT, ME, UK, OZ","Le Pacte","Drama","","",""
"Backyard (El Transpatio)","Sun 2/14, 15:00 @ Cinemaxx 13Mon 2/15, 18:00 @ Cinemaxx 13","Carlos Carerra","Ana de la Reguera, Jimmy Smits, Joaquin Cosio","Trained at the Police Academy in Mexico City, a strong, tough, young idealistic policewoman is transferred to Ciudad Juarez, a dreary town just over the U.S. border.  She is appointed the lead investigator into the disappearance and murder of young women, averaging several a month.  Finding a common thread - they are all young, pretty, and working in the maquiladoras (international assembly and factory plants) - she questions whether they are actually the victims of a serial killer...or if something far more tragic is taking place.","","BLX, FR, IT, SW, PORT, UK, OZ","Lightning","Crime Thriller","","",""
"Coach","Sun 2/14, 11:00 @ Cinemaxx 19Mon 2/15, 15:45 @ Marriott 3","Will Frears","Hugh Dancy, Marrie Gummer, Lianne Balaban","Nick Scanlon is an unemployed Manhattan barfly on the verge of realizing that his childish bed-head charm might not get him much farther than the door of some hip New York nightclub and that this, perhaps, is no longer enough.  Nick embraces new challenges, his soccer team of misfits, and with a few missteps along the way, ends up finding himself in a place he never thought possible - in love. ","","BLX, FR, IT, SW, SCAN, PORT, UK","Lightning","Romance","","",""
"Irishman, The","Thu 2/11, 15:30 @ CineStar 5Sun 2/14, 9:30 @ CineStar 5","Jonathan Hensleigh (W/D)","Ray Stevenson, Val Kilmer, Christopher Walken, Vincent D'Onofrio","THE IRISHMAN chronicles the rise and fall of Danny Greene (Ray Stevenson), the fiercely proud and vicious Irish-American gangster who muscled in on the Italian mob in 1970s Cleveland, Ohio.  Thirty-six bombs shook the streets of Cleveland in 1976 as the legendary, almost mythical Celtic warrior launched a turf war that struck down countless dozens of gangsters.  The hard-fought battle started a chain reaction of mobsters turning against mobsters that led to the collapse of the Mafia not only in Cleveland, but also in Milwaukee, Kansas City, Los Angeles, and other cities across the United States.  The Mafia never recovered. ","","BLX, FR, IT, SW, LA (pay tv), PORT, UK, OZ   ","Lightning","Crime Drama","","",""
"Invocation, The","Post Production","Emmanuel Itier","Narrated by Sharon Stone","The Invocation is an exploration of the notion of God and a call for global harmony through foundations of religion, spirituality, history, science, politics, and art.","","BLX, FR, IT, SW, SCAN, LA, PORT, UK, OZ","Lightning","Documentary","","",""
"The Reef","Post Production - Promo ","Andrew Traucki","Gyyton Grantley, Adrienne Pickering, Zoe Naylor, Damian Walshe-Howling, Kieran Darcy-Smith","A truly terrifying story of survival on the open sea","","IT, SCAN, LA (pay tv), PORT","Lightning","Adventure/ Thriller","","",""
"Road Train","Sat 2/13, 19:10 @ CinemaxX 19Mon 2/15, 17:30 @ MGB Kinosaal","Dean Francis","Xavier Samuel, Sophie Lowe, Bob Marley, Georgina Haig","Four young friends on a camping adventure in outback Australia are run off the road by an erratically driven ""road train"" - a massive three-trailer truck. With their own vehicle wrecked, and the road train stopped, the friends march off to remonstrate with the drivers. But mysteriously, there is no one to be found. Suddenly, the silence is broken by the sound of gunshots. A distant figure in the bush screams and runs towards them. Have they become witnesses to a murder? There's no time to discuss - the friends quickly commandeer the massive truck. The next town is only three hours away...but reaching it will be harder than they ever imagined. And what they discover inside the vehicle's trailers proves more terrifying than anything out there on that lonely road...","","FR, IT, SCAN, LA (pay tv), PORT ","Lightning","Supernatural Thriller","","",""
"Clinic, The","Friday, February 12th, 11:10 am @ Marriott 1Tuesday, February 16th, 9:30 am @ Marriott 1","James Rabbits","Tabrett Bethell, Freya Stafford, Andy Whitfield","While traveling across country with her fiancé, Beth wakes alone in an isolated clinic to a mother's worst nightmare. Her child has been abducted.     Trapped and facing an unknown enemy, Beth struggles to piece together the clinic's deadly secret. Just how far will a mother go to save her child? Inspired by true events","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK","Little Film","","","",""
"The Last Station","Saturday, February 13th, 6:15 pm @ CineStar 2","Michael Hoffman","Helen Mirren, Christopher Plummer, Paul Giamatti, Anne Marie Duff, Kerry Condon, James McAvoy","Valentin, leaves Moscow to work for Leo Tolstoy and his wife, Sofya. When he arrives at their estate, he falls in love with Masha, a beautiful young teacher. Chertkov is urging Tolstoy to sign a new will and leaves his estate 'to the people' while Sofya battles his every move to keep the wealth for the family","BLX: 250KFR: 850KIT: 850KSCAN: 250KLA: 500KPORT: 50K","FR, INDO","Little Film","","","",""
"Patagonia","Saturday, February 13th, 1:40 pm @ Marriott 1Monday, February 15th, 11:00 am @ Marriott 1","Marc Evans","Matthew Rhys, Marta Lubos, Nahuel Perez Biscayart, Nia Roberts, Matthew Gravelle, Duffy","Two women embark on their own personal journeys – one searching for her past in the Welsh springtime, and the other looking toward her future in an Argentine autumn.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Little Film","","","",""
"Rock Prophecies","Sunday, February 14th, 11:15 am @ Marriott 1Tuesday, February 16th, 1:15 pm @ Marriott 1","John Chester","Robert Knight, Tyler Bryant","Imagine seeing bands like Led Zeppelin or the Rolling Stones long before they became famous. Legendary Rock photographer Robert Knight did just that, and has the photos to prove it.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Little Film","","","",""
"Swansong","Friday, February 12th, 4:30 pm @ Marriott 1Monday, February 15th, 5:00 pm @ Marriott 2","Conor McDermottroe","Martin McCann, Jodie Whittaker, Marcella Plunkett","Teased and bullied as a child because he has no father, Austin Byrne grows up plagued by anger, confusion and pain. In the hopes of unlocking his own identity and overcoming the past that haunts him, Austin sets out to find his father and discover the secret of his birth. Remaining fiercely loyal to his mother, Austin is consistently tested on his journey, but eventually learns the true power that comes with love, friendship and most of all, a sense of belonging.","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Little Film","","","",""
"White Wedding","Thursday, February 11th, 5:00 pm @ Marriott 3Sunday, February 14th, 2:15pm @ Marriott 3","Jann Turner","Kenneth Nkosi, Rapulana Seiphemo, Jodie Whittaker, Zandile Msutwana, Marcel Van Heerden","The loyal, committed and very decent Elvis leaves Johannesburg to pick up his best friend and best man Tumi in Durban. The two will then journey on to Cape Town to begin rehearsals for Elvis’s wedding to the beautiful Ayanda - except that things do always go according to plan. ","","BLX, FR, IT, SW, SCAN, LA, INDO, PORT, ME, UK, OZ ","Little Film","","","",""
